"y","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20"
19.9478052731802,0.230901628245128,-0.299619663763777,-0.0770422584822761,-0.0997969689612877,-0.421896582253742,-0.346762566605755,-0.7701155339799,-0.131188974469847,-1.29235895728038,-0.549200099834488,-0.824506141432713,-0.234382381825591,-1.11177632318514,-0.62873076266295,-0.639057715708216,-0.565171873022981,-0.0758431436738769,1.47433994325831,-0.0220484788020823,-0.577865807079442
25.745405356954,0.559897917634452,0.323345109298121,0.431388281072059,0.659037772258872,-0.381668519108377,-0.270438221417267,0.273633113901025,0.685576617897781,0.249030314169591,0.566008570182527,0.512861904319707,1.21807815757248,-0.802905061882514,0.0606049627305021,1.32518867296084,0.164129935167873,0.288176317051346,-0.278765917211317,-0.0364651637048058,0.40894854733879
8.9734041220075,-0.603494470217892,-0.877350374526326,-1.18439850323624,-0.845854314696262,-1.2205028042675,-0.822961487724734,-1.78573074833833,-0.599251328817903,-0.664174457992553,-0.290024133805976,-1.18395702077701,1.12282012346314,-1.06686801333648,-1.17193265621747,-1.14868352409477,-0.246661457353232,-1.03284890691287,-0.7622339415276,-1.69592562970238,-0.994772558832098
15.6937829828062,-0.664620771588881,-0.452108731995594,0.0451394858378277,-1.64458336038277,0.374471941167211,-0.533766712417285,-0.63689956015169,-0.158954202131992,-0.733677137399757,-1.60428760006185,-0.857619110906726,0.951851491116296,-0.657810936332237,-0.603414950943579,-1.6136444229123,-0.848453882142837,-1.67385219267498,-0.521831421876435,-0.760951665118832,-1.2848739053182
12.9011839248161,-0.0815858235259964,-1.0199965130889,-0.155536411119014,-1.15291805112368,0.991017997769335,0.00683192143012794,-0.571332862375296,-1.57773940263295,-0.618770910721155,-0.498932007589053,-0.422190726493919,0.103411087492997,-0.591590336566662,-1.7476554509456,-1.15025552554943,-0.442269412588594,-0.172164061507232,-1.45105059990689,-0.762990476616216,0.00761283727363363
23.8497794524735,-0.273845935878847,-0.13201569795353,0.23526011339958,0.379785885870041,1.37581334552257,0.429686688503536,-0.397084677901669,0.278951217565784,-0.000206583972973545,0.220961487627739,-0.11148156983049,-0.448442735769839,0.418831036290473,0.350726350387428,0.568146188344372,-0.600073257025719,0.508875335754533,-1.40858828340854,0.0937001410857164,0.0615394044291185
32.3259587973494,1.01848271372183,0.706890716771073,0.852244316669791,0.954583532351181,-0.0157618866273867,0.507935642677326,-0.292135576413082,0.178049289044828,1.02225943436802,0.804197574850001,1.34172462325863,1.64146174615813,0.588383871753952,1.11054371399907,1.47697355761856,0.539102557648278,1.34258741230984,-0.285772363288531,0.916153383069916,-0.0363351961693347
26.6261237173213,0.0915823296564266,0.462645373927033,0.127003006852027,0.339016425331714,0.139529449369285,0.0351048477055464,-0.622708418380515,-0.379969570025303,-0.118360259774884,0.783103026664485,-0.214627917142074,0.283091064715803,0.450695310996704,0.304062741877383,0.875058431449766,0.659249612404619,0.113975610450148,0.296592858111751,0.221898162586568,-0.140978845724088
30.7208508495966,0.592603706602124,0.499075907960314,-0.0738295975749997,0.360575357849547,0.568247158610824,0.204018898485282,0.966356579211693,0.420411540365572,-0.157299263163654,0.547368983671216,0.654375931483199,-1.37919484196985,0.485543608097151,0.56459269271611,0.826105143022018,0.604621845307166,1.28826397423644,-0.796925982151065,1.3814865058107,-0.249134887738813
40.6329211212458,1.0688128785467,1.37410029671967,1.59338806491978,1.1689118575508,0.99969079636771,1.66828238884961,2.04335450789215,1.87990121933856,1.99712421322351,2.00989705531975,1.00208359047247,-1.97018933710393,1.36703698704431,2.21999143003224,1.89996426398118,0.657525090866843,1.39708954847396,0.537973428471826,1.9641314610544,1.62242172196438
